"value","mes","year","paragraph"
"In the international environment, the pockets of uncertainty that have been gravitating this year persist, particularly those related to trade disputes between the United States of America (USA) and China, as well as socio-political tensions in different parts of the world. Against this convulsing outlook, the International Monetary Fund (IMF) corrected its growth projections downwards, estimating an expansion of the global economy of 3.0% in 2019, the lowest in a decade, and a slight recovery to 3.4% in 2020.","10","19",9
"The U.S. growth outlook has moderated, rising at 2.4% for 2019 and 2.1% by 2020 according to the IMF, influenced by a slowdown in private investment, the dissipation of the effects of fiscal stimulus, and the impact of trade war. Taking into account the lower dynamism of economic activity and low inflationary pressures, the Federal Reserve decreased its benchmark interest rate by 25 basis points in October, for the third consecutive time. In addition, the Federal Reserve has been providing greater liquidity to the financial system through repurchase agreements (REPOS) and Treasury bill purchases on the secondary market, with the goal of lowering short-term interest rates and normalizing the yield curve, which had been reversed in recent months reflecting short-term interest rates higher than long-term interest rates. Based on the content of the Fed's latest press release, market analysts anticipate a pause in the process of lowering federal fund interest rates in the coming months.","10","19",10
"In this sense, these monetary easing measures have been meeting the objective of stimulating domestic demand, with reductions in the benchmark interest rate that have even been higher than those implemented by the Federal Reserve, which was decisive in the Decision of the Open Market Operations Committee to keep the monetary policy rate unchanged. Expansive monetary conditions are helping the economy remain the region's leader in growth, in a context of price stability. Given the global low interest rate and high uncertainty environment, the strength of macroeconomic fundamentals exhibited by the Dominican Republic places the country as an attractive destination for international investors.","10","19",11
"In the external sector, foreign exchange-generating activities such as foreign direct investment and remittances continue to perform well, compensating for recent tourism moderation. The flow of tourists is expected to recover to normal in the coming months, to which the recent announcement of the FBI investigation into adverse events in the sector a few months ago will contribute.","10","19",12
"Importantly, the increased exchange rate volatility experienced in recent months is not associated with macroeconomic fundamentals, but rather to the complex international environment described and the uncertainty of the domestic electoral process that has caused some apprehension in some economic sectors. In this regard, the Central Bank maintains high levels of international reserves and has put the electronic forex platform into operation, which will contribute to greater transparency and efficiency in the foreign exchange market, as well as better training of the expectations of private actors. In addition, the balance of payments current account is expected to close the year with a deficit of about 1.6% of GDP, below its historical average and that high levels of capital flows will remain.","10","19",13
"The Central Bank of the Dominican Republic reaffirms its commitment to drive monetary policy towards achieving its inflation target and the smooth functioning of financial and payment systems, thus contributing to the maintenance of macroeconomic stability. In this sense, the institution will continue to monitor the moderation of the world economy and factors of uncertainty both externally and internally and its impact on aggregate demand, being prepared to continue to react in a timely manner to factors that may generate deviations from the inflation target and affect Dominican economic growth.","10","19",14
"The Central Bank of the Dominican Republic, in its Monetary Policy Meeting of November 2012, decided to keep its Monetary Policy Interest Rate unchanged at 5.00% per annum. At the same time, he decided to leave his Lombard Rate unchanged at 7.00% per annum.","11","12",1
"In October, the year-on-year inflation rate rose to 2.82%, while core interannual inflation fell to 3.31%. It is expected that by the end of 2012 it will be below the lower limit of the goal. However, the decision to leave the benchmark interest rate unchanged is based on the fact that the most recent projections indicate that inflation in 2013 would be within the target of 5% <U+00B1> 1 percentage point and market expectations are consistent with these predictions. In the monetary policy horizon, the forecast models show that inflation would remain within the target.","11","12",2
"In the external context, the situation of the Euro Zone has deteriorated, while the United States (USA) shows a higher growth rate in the third quarter of the year, higher than expected by the market. The risks related to the fiscal situation in the European Union and in the United States have increased, generating uncertainty at an international level. Some Latin American countries, such as Argentina and Brazil, show signs of weakening in their growth rate. The prices of primary goods tend to moderate, while the US dollar has experienced some appreciation.","11","12",3
"In the domestic sphere, although production and domestic demand are evolving below their potential, credit to the private sector in national currency begins to recover, which should lead to a greater dynamism of economic activity and to gradually close the product gap , in an orderly public finance environment.","11","12",4
"The Central Bank reaffirms its commitment to conduct monetary policy to achieve its inflation target, while continuing to monitor the evolution of the world economy and the domestic situation, in order to react in a timely manner to eventual risks on price stability and the proper functioning of the financial and payment systems.","11","12",5
"At its monetary policy meeting in October 2013, the Central Bank of the Dominican Republic decided to keep the Monetary Policy Rate (MPR) unchanged at 6.25% per annum.","11","13",1
"The decision on the reference rate takes into account inflation projections and market expectations. The interannual inflation rate, corresponding to the period September 2012-September 2013, stood at 5.13%, while cumulative inflation to the ninth month of 2013 amounted to 3.57%. In monthly terms, September inflation was 0.49%, while core inflation, the indicator of price performance that best reflects the monetary policy stance, recorded a year-on-year rate of 4.83%.","11","13",2
"In the external context, the growth outlook for the world economy, according to the IMF, has moderated during the current year (2.9%). For 2014, a better performance is expected (3.6%), as a result of a significant improvement in the advanced economies. The forecast of growth of the IMF for the United States of America (EUA) is 1.6% for 2013 and 2.6% for 2014. On the other hand, it is expected that the economy of the Eurozone will contract this year by 0.4%, recovering in 2014 with an expansion of around 1%. In Latin America, projections point to regional growth of 2.7% in 2013 and 3.1% in 2014.","11","13",3
"Recently, the Federal Reserve Bank (FED) decided to maintain its TPM between 0% and 0.25% and continue with its program of purchase of financial assets for US $ 85 billion per month. This decision reduced the long-term international interest rates, helped to soften the trend towards the appreciation of the dollar and improved the expectations of the emerging economies that had been affected by the outflow of capital due to the uncertainty of a possible reversal of monetary policy. of the FED. The temporary fiscal agreement, after the closure of the US government, also helped to reduce pressures on international financial conditions that were quite restrictive. The international prices of raw materials are reduced below their value for the last two quarters.","11","13",4
"In the domestic sphere, economic activity and domestic demand show an important improvement over the performance shown at the beginning of the year. The Gross Domestic Product grew by 5.5% in the third quarter, for an accumulated 2.9% in January-September, which indicates that by the end of the year it would be meeting the 3.0% projection of the Monetary Program. Product growth during the first nine months of the year is consistent with an expansion of credit to the private sector in national currency of around 15% per annum in the month of September. It is expected that in the last quarter of the year, the relative stability of the exchange rate will be maintained, given the entry of important flows from sovereign bonds, pending disbursements from multilateral organizations, tourists and absent Dominicans who visit us at Christmas and the contributions of Barrick Gold.","11","13",5
"The Central Bank reaffirms its commitment to conduct monetary policy to achieve its inflation target, while continuing to monitor the evolution of the world economy and the domestic situation in order to take the necessary measures against risks on price stability and the proper functioning of the financial and payment systems.","11","13",6
"The Central Bank of the Dominican Republic, at its monetary policy meeting for the month of November 2014, decided to keep the monetary policy interest rate (MPR) unchanged at 6.25% per annum, in line with the neutral policy stance maintained since last rate review fifteen months ago.","11","14",1
"The decision on the benchmark interest rate took into account the balance of risks around the inflation projections, as well as the performance of the main macroeconomic indicators, market expectations and the relevant international environment for the Dominican economy. Last October, accumulated inflation stood at 2.44%, while the year-on-year inflation rate rose to 2.88%, below the lower end of the target range of 4.5% <U+00B1> 1% for 2014. Likewise, inflation The interannual core, which is related to monetary conditions, was reduced to 3.11%. It should be noted that the recent evolution of inflation has been influenced by the fall in prices of external origin, particularly in oil. It is expected that inflation will be within the target range in the policy horizon.","11","14",2
"In the external context, the most recent data confirm the favorable economic conditions of the United States of America (USA), our main trading partner. Indeed, the most recent information on US growth shows an expansion of 3.9% in the third quarter of the year, better than expected by the market. According to the Consensus Forecast, the EUA would grow 2.2% in the current year, expecting an even greater expansion by 2015, around 3.0%. Despite this dynamism, the market expects the Federal Reserve of the United States (FED) to maintain the monetary policy interest rate unchanged, between 0% and 0.25% until mid-2015. This policy position is consistent with the recovery of the labor market, which registered an unemployment rate of 5.8% in October, showing a trend towards what the FED considers its potential unemployment rate at around 5.25%.","11","14",3
"On the other hand, economic activity in the Eurozone remains moderate, projecting an expansion of 0.8% in 2014 and 1.1% in 2015, according to Consensus Forecast. Latin America has been affected by the decline in commodity prices in international markets, slowing growth in some of the largest economies, particularly in Brazil, Venezuela and Argentina. Consensus Forecast projects an economic expansion in this region that is lower than in recent years, with GDP growth expected of 1.0% in 2014 and 1.8% in 2015.","11","14",4
"In the domestic sphere, economic activity maintained a positive growth trend as it expanded 7.2% during the January-September period, with a growth rate of more than 6.5% expected for the whole of 2014. As a reflection of this dynamism, credit to The private sector in national currency is expanding satisfactorily and is expected to close the year with a growth rate close to 14.0% year-on-year. The macroeconomic accounts show a significant improvement, with projections of current account deficit of 3.9% of GDP for 2014 and in the range 2.9% -3.1% of GDP for 2015, a situation that will favor the relative stability of the exchange rate, at the same time that would allow the Central Bank to continue strengthening its levels of international reserves. Likewise, the fiscal deficit for this year would be around 2.8% of GDP, while the 2015 Budget contemplates a deficit of 2.4% of GDP, product of a primary surplus of 0.5% of GDP, which would help to improve the sustainability of the debt.","11","14",5
"The Central Bank reaffirms its commitment to implement monetary policy aimed at achieving its inflation target, while continuing to monitor the evolution of the world economy and the domestic situation, in order to take the necessary measures against risks to the stability of the economy. prices and the proper functioning of the financial and payment systems.","11","14",6
"At its monetary policy meeting in November 2015, the Central Bank of the Dominican Republic (BCRD) decided to keep its monetary policy interest rate at 5.00% per annum.","11","15",1
"The decision on the benchmark rate was preceded by a broad analysis of the macroeconomic outlook, including the risk balance around inflation projections, market expectations and the relevant international environment for the Dominican economy. It was observed that in the month of October, the interannual rate of inflation amounted to 1.23% and that, in cumulative terms, inflation reached 2.08% until that month. Additionally, core inflation, which reflects the monetary conditions of the economy, remained at 1.91% year-on-year. Inflation would end around the lower limit of the target established in the Monetary Program for 2015, gradually converging towards the center of the range of 4.0% <U+00B1> 1.0% in 2016.","11","15",2
"In the external context, according to Consensus Forecast, the world economy would grow 2.6% in 2015, accelerating to 2.9% in 2016, driven by the performance of developed countries. The United States of America (USA) would experience an expansion rate of around 2.4% in 2015 and 2.6% in 2016, while the Euro Zone (ZE) would expand by 1.5% and 1.7% during those years, respectively. Inflation in the industrialized economies of Europe and the US would remain close to zero during 2015. By 2016, it would increase by around 1.7% in the US and 1.1% in the EZ, in an environment of lower unemployment.","11","15",3
"On the other hand, the outlook for the main emerging economies continues to fall, with the recession in Brazil and the slowdown in the rest of the net exporter economies of primary goods in Latin America, projecting a contraction of -0.8% in 2015 and recovering gradually in 2016, with a moderate growth of 0.2%. The Latin American economic panorama in 2015 is influenced by the estimated contraction of the economies of Brazil (-3.0%) and Venezuela (-8.0%), as well as by the projected low growth for Argentina (1.0%) and the deceleration of the growth of others important exporters of commodities, such as Chile (2.1%) and Peru (2.8%).","11","15",4
"For its part, China's economy would grow 6.8% this year and 6.3% next year, below the average of the last decade, according to projections from the International Monetary Fund. In the international exchange markets, the tendency to the appreciation of the US dollar continues, while the prices of primary goods, particularly oil and gold, continue below the average of recent years.","11","15",5
"Domestically, economic activity evolves favorably in the short term. The recent IMF mission that evaluated national economic conditions reaffirmed that the Dominican Republic continues to be among the most dynamic economies in the region. In that sense, the Gross Domestic Product (GDP) projected for 2015 contemplates a real growth rate in the range 6.5% -7.0%. Consistent with the evolution of nominal GDP, loans to the private sector in national currency grew at an interannual rate of around 11.0% as of November.","11","15",6
"Regarding the external sector, the current account balance would end the year with the lowest deficit in the last ten years, around 2.0% of GDP, due to lower oil prices and the good performance of revenues from tourism, remittances and exports of free zones. With regard to fiscal policy, the projection of the primary surplus in the current year is maintained, while for 2016, a primary surplus of around 0.7% of GDP is contemplated. These positive results in the external and fiscal accounts would facilitate the accumulation of reserves and the relative stability of the exchange market.","11","15",7
"The Central Bank confirms its commitment to implement monetary policy aimed at achieving its inflation target, while continuing to monitor the evolution of the world economy and the domestic situation, in order to take the necessary measures against possible risks to stability of prices and the proper functioning of the financial and payment systems.","11","15",8
"At its November 2016 monetary policy meeting, the Central Bank of the Dominican Republic (BCRD) decided to maintain its monetary policy rate (MPR) at 5.5% per year.","11","16",1
"Although the conditions that led to a preventive increase of the MPR at the last meeting are maintained, such as the expected increase in the monetary policy interest rate of the Federal Reserve, the gradual increase in oil prices and the expectations generated around it. to the electoral process of the United States, the BCRD chose to keep its reference rate unchanged. This decision was taken while waiting for more information about the economic impact that could be generated by extreme climatic events that occurred recently.","11","16",2
"The decision regarding the reference rate weighs the balance of risks on the inflation projections based on the analysis of the main internal macroeconomic indicators, market expectations and the relevant international environment for the Dominican economy. In October, the year-on-year inflation rate decreased to 0.91%, while cumulative inflation to the tenth month of 2016 was 0.65%. Likewise, the interannual core inflation, related to monetary conditions, remained at 1.78 percent.","11","16",3
"In the external context, contrary to expectations, the markets' reaction has tended to increase the stock market indicators after the recent elections in the United States of America (USA). At the same time, the dollar has strengthened and long-term interest rates have increased due to a higher probability of a rate increase by the Federal Reserve Bank. In this context, Consensus Forecast estimates that the US economy would grow 1.5% in 2016 and 2.2% in 2017. On the other hand, the Euro Zone (ZE) would expand around 1.6% in 2016, supported by the performance of Germany ( 1.8%) and Spain (3.1%), mainly. For 2017, this region would experience a moderate slowdown, growing 1.3% year-on-year, influenced by the impact of Brexit and the uncertainty in France and Italy, countries that face short-term electoral processes.","11","16",4
"In Latin America (AL), the indicators of most of the capital markets in the region have shown a downward trend in recent weeks. In the real sector, the LA economy is still in recession. According to Consensus Forecast, the region would contract by -0.4% in the current year due to important recessions in countries such as: Venezuela (-10.3%); Brazil (-3.3%); Ecuador (-2.0%); and Argentina (-2.0%). Contrary to the prospects of these export economies of primary goods, Central America and the Dominican Republic, countries that have benefited from the low prices of commodities, particularly oil, experience positive growth rates with low levels of inflation. For 2017, Latin America would grow around 2.1%, with Venezuela (-3.2%) the only economy that would remain in recession.","11","16",5
"In the domestic sphere, economic activity and domestic demand evolve favorably in the short term, growing above its potential level. The economy is expected to grow in the range of 6.0% -6.5%, the highest growth in the region, even considering the possible negative effects of the recent floods on the results of the fourth quarter. Credit to the private sector in national currency continues to expand at a rate close to 12.0% in November and would close the year with an expansion greater than the estimated nominal product.","11","16",6
"With regard to fiscal policy, the growth rate of public spending has slowed significantly in the second half of the year, which implies a more restrictive fiscal stance and in line with the projection of a deficit of 2.7% of GDP, presented in the latest revision of the Budget for the current year. It is expected that reconstruction efforts in areas of the country affected by the recent floods will have a moderate impact on the fiscal deficit without generating a significant deviation from the estimate of the deficit by the end of the year. In the external sector, a current account deficit is expected around -1.7% of GDP for the current year. This context of solid macroeconomic fundamentals contributes to maintaining favorable conditions to accumulate international reserves and promote the relative stability of the exchange market.","11","16",7
"The BCRD reaffirms its commitment to continue conducting monetary policy aimed at achieving its inflation target and maintaining macroeconomic stability, while continuing to monitor the evolution of the world economy and the domestic situation, in order to adopt the measures necessary for risks regarding price stability and the proper functioning of the financial and payment systems.","11","16",8
"At its monetary policy meeting in November 2017, the Central Bank of the Dominican Republic (BCRD) decided to keep its monetary policy interest rate at 5.25% per annum.","11","17",1
"The decision on the reference rate was adopted after an exhaustive analysis of the balance of risks around the inflation forecasts, the evolution of the main national macroeconomic indicators, the international environment relevant to the Dominican economy, market expectations and the medium-term predictions of that set of variables.","11","17",2
"The monthly inflation rate for October was 0.0%, so that accumulated inflation at the tenth month of the year remained unchanged at 2.42%. Year-on-year inflation reached 3.48%, within the center of the target range of 4.0% <U+00B1> 1.0% established in the Monetary Program. Additionally, core inflation, related to monetary conditions, decreased to 2.23% year-on-year. Forecasts indicate that inflation would remain within the target range in the monetary policy horizon of 24 months.","11","17",3
"In the external context, according to the Consensus Forecast, the outlook for the world economy remains favorable, projecting an expansion rate of around 3.1% in 2017 and 2018. Likewise, the International Monetary Fund, in its report World Economic Outlook (WEO) , for its acronym in English), projected an expansion of the global economy of 3.6% in 2017 and 3.7% in 2018. The greater dynamism in the world economy is the result of improvements in the growth of the advanced economies, while the Inflationary pressures remain contained. The United States of America (USA) would grow 2.2% in 2017 and 2.5% in 2018, a more optimistic scenario than the previous month, while the product of the Euro Zone (ZE) would expand by 2.2% and 1.9%, during those years. Inflation in these economies would remain relatively low, projecting 2.1% for the US in 2017 and 2018 and inflations of 1.5% and 1.3%, during the same period for the ZE.","11","17",4
"Latin America continues to recover gradually and has emerged from the recession that hit it last year, with the exception of Venezuela. In that sense, the economy of the region would grow 1.7% in 2017 and 2.6% in 2018, according to Consensus Forecast. International prices of primary goods have tended to rise in recent months, mainly oil, while international financial conditions remain relatively favorable for emerging economies in the short term due to the abundant liquidity worldwide.","11","17",5
"In the domestic sphere, economic activity was affected in September by the impact of the Irma and Mar<ed>a storms in sectors such as tourism and agriculture. However, preliminary figures show that in October there was an important recovery, as a result of the effects on domestic demand of the monetary easing measures taken in the month of July. It should be noted that the reduction in the MPR of 50 basis points, together with the reduction in the legal reserve of 2.2 percentage points in July, has had a large multiplier effect on credit to the private sector in national currency. Since these measures were adopted, private loans in national currency have grown by more than RD $ 41 billion, for an average of more than RD $ 10 billion per month, almost three times more than the average monthly growth of the first half of the year. In year-on-year terms, private credit in local currency grew around 11.0% year-on-year, in line with the rate of expansion of the Circulating Medium M1.","11","17",6
"Regarding fiscal policy, the Government maintains its commitment to the deficit target of 2.3% of GDP established in the National Budget, while strengthening coordination between monetary and fiscal policies. On the other hand, the external sector shows a positive behavior, contributing to the increase in foreign exchange earnings and creating a favorable environment for the relative stability of the foreign exchange market and for the accumulation of international reserves.","11","17",7
"The Central Bank of the Dominican Republic reaffirms its commitment to conduct monetary policy to achieve its inflation target and to maintain macroeconomic stability, helping to create the conditions for the economy to grow around its potential. In that sense, it will continue to monitor the evolution of the world economy and the domestic situation, in order to adopt the necessary measures against possible risks on price stability and the proper functioning of the financial and payment systems.","11","17",8
"At its November 2018 monetary policy meeting, the Central Bank of the Dominican Republic (BCRD) decided to keep its monetary policy interest rate at 5.50% per annum.","11","18",1
"The decision to leave the reference rate unchanged is based on a detailed analysis of the balance of risks around inflation forecasts, including information from international and domestic macroeconomic indicators, market expectations and medium-term projections. Accumulated inflation as of October stood at 1.75%, while year-on-year inflation, from October 2017 to October 2018, reached 3.52%, remaining within the goal of 4.0% <U+00B1> 1.0% established in the Monetary Program.","11","18",2
"On the other hand, core inflation, linked to monetary conditions, recorded a year-on-year change of 2.60% in October. The forecast system indicates that inflation would close below the lower limit of the target range in the current year, gradually converging to the midpoint of that range of 4.0% <U+00B1> 1.0% in the two-year monetary policy horizon.","11","18",3
"In the external environment, the relevant economic outlook for the Dominican economy remains conditioned by the normalization of monetary policy in the United States of America (USA), the appreciation of the dollar in international markets and the increase in uncertainty in some emerging economies . On the other hand, during the last month, there has been a significant reduction in international oil prices associated with a moderation in geopolitical tensions among oil producing countries and the outlook for lower demand associated with the risk of a slowdown in world economy .","11","18",4
"In this context, according to Consensus Forecast, the world economy would grow 3.2% in 2018 and 3.0% in 2019, driven by the US economy that would expand 2.9% and 2.7%, respectively, during those years. Given the dynamism shown by the US economy, the normalization process is expected to continue with an additional increase in the benchmark interest rate this year. On the other hand, the Euro Zone (ZE) is projected to grow 2.0% in 2018 and 1.7% in 2019, noting that the growth prospects of some of its main economies, such as Germany, Italy and Spain, have been revised downwards. Given that inflationary pressures remain moderate in these countries, the monetary policy stance of the European Central Bank would remain expansive in the medium term, which would contribute to increasing the interest rate differential with the US, contributing to maintain the appreciation of the dollar.","11","18",5
"Regarding emerging markets, a certain degree of uncertainty persists, with a slowdown observed in some economies with weak macroeconomic fundamentals. However, there are emerging economies that show significant dynamism, such as the cases of India and China whose economies would expand during 2018 by 7.3% and 6.6%, respectively. In the case of Latin America, the region is projected to grow 1.4% in 2018 and 2.0% in 2019, driven by the dynamism of economies in the region with solid foundations such as Chile, Peru, Colombia and the Dominican Republic. However, the growth projections of countries with economic vulnerabilities and socio-political tensions such as Venezuela, Argentina and Nicaragua continue to be corrected downwards.","11","18",6
"Domestically, economic activity continues to grow above its potential, in a context of price stability. In effect, the real gross domestic product (GDP) expanded by 6.9% during the first nine months of 2018, driven mainly by investment and private consumption. According to the forecast system of the Central Bank of the Dominican Republic, economic activity would continue to be dynamic, closing the year 2018 with a growth of around 6.5%. On a consistent basis, monetary conditions remain favorable, characterized by an expansion of credit to the private sector in local currency close to 12% year-on-year at the end of November, while the growth rates of monetary aggregates are approaching the expansion of nominal GDP.","11","18",7
"On the fiscal policy side, the moderation in public spending continues to be maintained at 5% year-on-year in October, while the expansion in revenues exceeds 12% year-on-year, contributing to the process of consolidating finances public. In the foreign sector, foreign exchange generating activities, such as tourism, remittances and exports, maintain a remarkable dynamism, with the current account deficit being slightly above 1.0% of GDP at the end of the year, associated with the highest oil prices. The good performance of the external sector has facilitated the accumulation of international reserves, allowing reserve coverage levels that exceed 4 months of imports and contributing to the relative stability of the exchange rate.","11","18",8
"The proper management of monetary and fiscal policies have contributed to keeping inflation expectations of private agents anchored around the goal of 4.0% <U+00B1> 1.0%, while the country risk indicator of the Dominican Republic (EMBI) , for its acronym in English) remains significantly below the average risk perception for Latin America. In a changing international environment, the strength of the macroeconomic fundamentals of the Dominican Republic, accompanied by high economic growth and low inflation, give economic policies a greater capacity to react to any external shock that could put macroeconomic stability at risk.","11","18",9
"In this sense, the monetary institution remains attentive to the evolution of the monetary policy normalization of the United States, as well as the dynamics of the dollar and the price of oil in the international market, being prepared to react in a timely manner to any factor that puts at risk the fulfillment of its inflation goal. The Central Bank of the Dominican Republic reaffirms its commitment to conduct monetary policy to achieve price stability and the proper functioning of the financial and payment systems.","11","18",10
"BCRD maintains its monetary policy rate at 4.50% per year","11","19",1
"Santo Domingo, Dominican Republic. At its November 2019 monetary policy meeting, the Central Bank of the Dominican Republic (BCRD) decided to keep its monetary policy interest rate at 4.50% per annum.","11","19",2
"The benchmark decision is based on detailed risk balance analysis for inflation forecasts, including international and domestic macroeconomic indicators, market expectations and medium-term projections. October's monthly inflation was 0.67%, while cumulative inflation in the first ten months of the year stood at 3.06%. On the other hand, year-on-year inflation, i.e. from October 2018 to October 2019, stood at 2.48%, remaining below the lower bound of the target range. Underlying inflation, reflecting monetary conditions, stood at 2.23% in October. For their part, both the inflation expectations of economic analysts and the BCRD forecasting system, indicate that inflation would be closer to the center of the target range of 4.0% to 1.0% at the end of 2019 and would remain around the core value of the target by 2020.","11","19",3
"In the international environment, although the pockets of uncertainty that have been gravitating this year persist, some progress has been made in the negotiation process between the United States of America (USA) and China in the last month, which could lead to a potential trade agreement in the coming months. In this context, Consensus Forecasts maintains its moderate growth projection for the global economy of 2.5% in 2019, while the IMF forecasts a global expansion of 3.0% for this year.","11","19",4
"Economic activity in the U.S. has gradually slowed, projecting growth to move from 2.9% in 2018 to 2.3% in 2019 and 1.8% by 2020, according to Consensus. In the face of weakening the economy and low inflation, the Fed has reduced its benchmark rate three times, accumulating a 75 basis point decline in the year. In addition, the Fed has been providing greater liquidity to the financial system through repurchase agreements (REPOS) and purchases of Treasury bills on the secondary market, with the goal of reducing short-term interest rates. Going forward, market analysts do not expect additional adjustments to the federal funds rate until at least mid-2020s.","11","19",5
"As for the Euro Zone, the growth outlook remains low, rising at 1.1% and 1.0% for 2019 and 2020, respectively, conditioned by global trade disputes and uncertainty surrounding the UK's exit process from the European Union (Brexit). Considering the weak growth and lack of inflationary pressures, the European Central Bank continues to implement the recently announced package of expansionary measures, which include the liquidity provision programme for the private sector credit channeling and the purchase of sovereign bonds on the secondary market.","11","19",6
"On the other hand, in Latin America (AL) uncertainty has been heightened as a result of socio-political conflicts that have arisen in different Latin American countries, further deteriorating the regional growth outlook to 0.4%, according to Consensus and 0.2% according to the IMF. The region's weak economic performance is conditioned by negative growth rates this year in countries such as Venezuela, Argentina, Nicaragua, Paraguay and Mexico, as well as by Brazil's modest expansion and the negative impact of social demonstrations in countries such as Chile, Bolivia and Colombia.","11","19",7
"For raw materials, the average price of Texas intermediate oil (WTI) was around US$57 per barrel during the month of November, remaining below US$60 a barrel, a level as set out in the National Budget. On the other hand, the price of gold has remained at high levels, averaging US$1,475 per troy ounce in November, being used as a haven of value. This performance of oil and gold prices contributes to the continued favourable terms of trade of the Dominican Republic and benefit the external sector of the economy.","11","19",8
"In the domestic context, preliminary information from the Monthly Economic Activity Index (IMAE) indicates that domestic demand continues to react favourably following the implementation of monetary easing measures. Indeed, the economy expanded by 5.2% year-on-year in October, having reached 5.1% in September. Thus, the average growth over the January-October period was 4.8%. The dynamism of economic activity in recent months would help economic growth be around its potential of 5.0% by the end of the year.","11","19",9
"In particular, the expansionary monetary measures implemented since June, through the reduction by 100 basis points of the monetary policy rate and the release of more than RD$34 billion of legal lace resources to the productive sectors, have boosted private credit, which has increased by 11% so far this year and around 12% in the last twelve months. Monetary conditions will remain favourable over the coming months as monetary policy transmission mechanisms operate, boosting domestic demand through increased investment and private consumption.","11","19",10
"On the other hand, the process of consolidation of public finances is maintained, with a primary surplus expected to be achieved at the end of 2019, as stipulated in the National Budget. In the external sector, foreign exchange-generating activities such as foreign direct investment and remittances continue to perform well, compensating for the recent moderation of tourism, which is expected to recover in the coming months. In this complex international environment, the Dominican Republic has maintained relative exchange rate stability, recording a cumulative depreciation of below the average of AL countries and emerging economies this year as a result of the strength of macroeconomic fundamentals and credibility in its economic policies.","11","19",11
"The Central Bank of the Dominican Republic reaffirms its commitment to drive monetary policy towards achieving its inflation target and the smooth functioning of financial and payment systems, thus contributing to the maintenance of macroeconomic stability. In this sense, the institution will continue to monitor the moderation of the world economy and factors of uncertainty both externally and internally and its impact on aggregate demand, being prepared to continue to react in a timely manner to factors that may generate deviations from the inflation target and affect Dominican economic growth.","11","19",12
"The Central Bank of the Dominican Republic, in its Monetary Policy Meeting of December 2012, decided to keep its Monetary Policy Interest Rate unchanged at 5.00% per annum. The Lombard Rate remains at 7.00% per annum.","12","12",1
"In the month of November, the interannual rate of inflation was 3.37% and it is expected that by the end of 2012 it would be around 4.0%, below the lower limit of the Monetary Program target. The decision on the benchmark interest rate takes into account that inflation in 2013 would be within the target of 5% <U+00B1> 1%, according to the BCRD forecast models. Market expectations remain in line with the BCRD's inflation projection, while no significant deviations are discernible with respect to inflation in the monetary policy horizon, even considering the impact of the tax reform on domestic prices.","12","12",2
"In the external context, the risks related to the fiscal situation of the industrialized countries remain high. The fiscal and debt crisis of the Euro Zone would cause the economy to remain in recession during 2013, with a fall in GDP of around 0.1%, according to analysts of the Economic Consensus. In the United States of America (USA), the inability to find a solution so far to the problem of the fiscal cliff (Fiscal Cliff, for its acronym in English) could generate new taxes and spending cuts of almost US $ 600 billion, affecting significantly the economic activity and with its sequel in the rest of the economies, especially in those that trade more closely with said nation. However, it is expected that some kind of agreement will soon be reached to solve this problem.","12","12",3
"For 2013, US growth would be 1.9%, a reduction from the 2.2% expected for 2012. Given this situation of moderate growth, the Federal Reserve has announced that it would maintain an expansive monetary policy for the next three years, which means maintaining low interest rates until 2015. For emerging economies, growth prospects show positive signs in an environment where large changes in the prices of primary goods are not expected. Given this international scenario, the monetary policy of the BCRD would maintain a prudent stance as long as inflation remains in line with the objective and there are no significant deviations from the fiscal targets established in the 2013 Budget.","12","12",4
"In the domestic sphere, the Gross Domestic Product projects a growth of around 4% by the end of 2012, still remaining below its potential capacity. For the year 2013, the macroeconomic framework contemplates a growth of 3.0% that could adjust positively if the behavior exhibited by private credit in the last five months is maintained. Indeed, after having contracted during all the months of the first semester of the year, starting in July, the credit in national currency of all financial institutions has grown by more than RD $ 30,000 million, in response to lower interest rates. If this behavior continues in 2013, there could be greater growth in private consumption and investment, with its consequent impact on domestic demand.","12","12",5
"The Central Bank reaffirms its commitment to conduct monetary policy to achieve its inflation target, while continuing to monitor the evolution of the world economy and the domestic situation in order to react timely to risks on price stability and good functioning of the financial and payment systems.","12","12",6
"At its monetary policy meeting in December 2013, the Central Bank of the Dominican Republic decided to maintain the monetary policy rate at 6.25% per annum unchanged.","12","13",1
"The decision regarding the leading rate takes into account inflation projections, as well as market expectations. The interannual inflation rate decreased for the third consecutive month, from its highest level of the year of 5.67% in the month of July, to 4.14% in November. Accumulated inflation to the eleventh month of 2013 was 3.49%, given the monthly variation of just 0.06%. Likewise, the interannual core inflation was reduced to 4.45%.","12","13",2
"In the external context, the outlook for the world economy has improved, driven by the process of gradual recovery exhibited by the industrialized economies. Emerging economies continue to grow, although they show a slight deceleration with respect to the levels reached in recent years. The growth of the United States of America was revised upwards, standing at 2.0% in year-on-year terms and 4.1% in annualized quarterly terms. This growth has contributed to reduce unemployment to 7.0%, a decrease of more than one percentage point so far this year. On the other hand, macroeconomic indicators point to Europe coming out of recession. Inflationary pressures remain low in line with the behavior of commodity prices during the current year.","12","13",3
